dt;AverageTemperature;AverageTemperatureUncertainty;City;Country;Latitude;Longitude
1778-10-01;6,623;7,548;Berlin;Germany;52.24N;13.14E
1778-11-01;5,289;5,009;Berlin;Germany;52.24N;13.14E
1778-12-01;4,663;3,557;Berlin;Germany;52.24N;13.14E
1779-01-01;-2,075;4,35;Berlin;Germany;52.24N;13.14E
1779-02-01;4,658;9,396;Berlin;Germany;52.24N;13.14E
1779-03-01;6,211;4,611;Berlin;Germany;52.24N;13.14E
1779-04-01;10,874;4,107;Berlin;Germany;52.24N;13.14E
1779-05-01;15,006;2,289;Berlin;Germany;52.24N;13.14E
1779-06-01;16,487;4,372;Berlin;Germany;52.24N;13.14E
1779-07-01;18,989;2,706;Berlin;Germany;52.24N;13.14E
1779-08-01;20,048;3,89;Berlin;Germany;52.24N;13.14E
1779-09-01;16,358;2,706;Berlin;Germany;52.24N;13.14E
1779-10-01;11,229;3,626;Berlin;Germany;52.24N;13.14E
1779-11-01;4,879;2,613;Berlin;Germany;52.24N;13.14E
1779-12-01;3,003;10,442;Berlin;Germany;52.24N;13.14E
1780-01-01;-3,097;6,477;Berlin;Germany;52.24N;13.14E
1780-02-01;-1,774;3,989;Berlin;Germany;52.24N;13.14E
1780-03-01;7,075;1,496;Berlin;Germany;52.24N;13.14E
1780-04-01;7,288;3,294;Berlin;Germany;52.24N;13.14E
1780-05-01;13,966;3,069;Berlin;Germany;52.24N;13.14E
1780-06-01;16,476;5,852;Berlin;Germany;52.24N;13.14E
1780-07-01;18,636;2,586;Berlin;Germany;52.24N;13.14E
1780-08-01;19,427;5,156;Berlin;Germany;52.24N;13.14E
1780-09-01;14,078;4,303;Berlin;Germany;52.24N;13.14E
1780-10-01;10,303;2,51;Berlin;Germany;52.24N;13.14E
1780-11-01;3,446;3,111;Berlin;Germany;52.24N;13.14E
1780-12-01;-0,523;2,632;Berlin;Germany;52.24N;13.14E
1781-01-01;-1,293;7,872;Berlin;Germany;52.24N;13.14E
1781-02-01;1,49;12,512;Berlin;Germany;52.24N;13.14E
1781-03-01;5,22;1,604;Berlin;Germany;52.24N;13.14E
1781-04-01;10,438;3,156;Berlin;Germany;52.24N;13.14E
1781-05-01;14,687;3,426;Berlin;Germany;52.24N;13.14E
1781-06-01;19,325;1,744;Berlin;Germany;52.24N;13.14E
1781-07-01;19,933;3,788;Berlin;Germany;52.24N;13.14E
1781-08-01;21,263;0,962;Berlin;Germany;52.24N;13.14E
1781-09-01;16,609;6,958;Berlin;Germany;52.24N;13.14E
1781-10-01;7,816;0,96;Berlin;Germany;52.24N;13.14E
1781-11-01;4,356;2,665;Berlin;Germany;52.24N;13.14E
1781-12-01;-0,034;7,603;Berlin;Germany;52.24N;13.14E
1782-01-01;1,697;4,824;Berlin;Germany;52.24N;13.14E
1782-02-01;-2,748;9,772;Berlin;Germany;52.24N;13.14E
1782-03-01;2,749;2,652;Berlin;Germany;52.24N;13.14E
1782-04-01;7,593;5,058;Berlin;Germany;52.24N;13.14E
1782-05-01;13,666;4,348;Berlin;Germany;52.24N;13.14E
1782-06-01;18,495;3,798;Berlin;Germany;52.24N;13.14E
1782-07-01;20,1;5,987;Berlin;Germany;52.24N;13.14E
1782-08-01;17,96;3,803;Berlin;Germany;52.24N;13.14E
1782-09-01;15,349;3,847;Berlin;Germany;52.24N;13.14E
1782-10-01;7,19;4,741;Berlin;Germany;52.24N;13.14E
1782-11-01;1,209;9,682;Berlin;Germany;52.24N;13.14E
1782-12-01;0,091;6,913;Berlin;Germany;52.24N;13.14E
1783-01-01;1,456;10,067;Berlin;Germany;52.24N;13.14E
1783-02-01;4,106;5,569;Berlin;Germany;52.24N;13.14E
1783-03-01;1,898;3,644;Berlin;Germany;52.24N;13.14E
1783-04-01;9,278;2,03;Berlin;Germany;52.24N;13.14E
1783-05-01;14,913;6,208;Berlin;Germany;52.24N;13.14E
1783-06-01;19,123;2,595;Berlin;Germany;52.24N;13.14E
1783-07-01;20,754;2,622;Berlin;Germany;52.24N;13.14E
1783-08-01;19,082;2,347;Berlin;Germany;52.24N;13.14E
1783-09-01;15,561;4,986;Berlin;Germany;52.24N;13.14E
1783-10-01;9,86;5,018;Berlin;Germany;52.24N;13.14E
1783-11-01;3,839;3,067;Berlin;Germany;52.24N;13.14E
1783-12-01;-2,797;3,733;Berlin;Germany;52.24N;13.14E
1784-01-01;-6,855;11,499;Berlin;Germany;52.24N;13.14E
1784-02-01;-2,91;9,302;Berlin;Germany;52.24N;13.14E
1784-03-01;1,218;4,902;Berlin;Germany;52.24N;13.14E
1784-04-01;5,647;9,376;Berlin;Germany;52.24N;13.14E
1784-05-01;14,953;2,408;Berlin;Germany;52.24N;13.14E
1784-06-01;17,435;2,669;Berlin;Germany;52.24N;13.14E
1784-07-01;18,3;5,582;Berlin;Germany;52.24N;13.14E
1784-08-01;17,799;8,224;Berlin;Germany;52.24N;13.14E
1784-09-01;15,262;6,029;Berlin;Germany;52.24N;13.14E
1784-10-01;6,517;5,394;Berlin;Germany;52.24N;13.14E
1784-11-01;5,528;2,727;Berlin;Germany;52.24N;13.14E
1784-12-01;-0,798;3,43;Berlin;Germany;52.24N;13.14E
1785-01-01;-1,299;4,67;Berlin;Germany;52.24N;13.14E
1785-02-01;-2,707;6,829;Berlin;Germany;52.24N;13.14E
1785-03-01;-3,5;4,696;Berlin;Germany;52.24N;13.14E
1785-04-01;5,257;3,496;Berlin;Germany;52.24N;13.14E
1785-05-01;12,087;5,595;Berlin;Germany;52.24N;13.14E
1785-06-01;16,298;5,37;Berlin;Germany;52.24N;13.14E
1785-07-01;17,769;5,037;Berlin;Germany;52.24N;13.14E
1785-08-01;17,175;4,535;Berlin;Germany;52.24N;13.14E
1785-09-01;15,706;2,599;Berlin;Germany;52.24N;13.14E
1785-10-01;8,502;3,712;Berlin;Germany;52.24N;13.14E
1785-11-01;4,737;5,195;Berlin;Germany;52.24N;13.14E
1785-12-01;-0,962;2,849;Berlin;Germany;52.24N;13.14E
1786-01-01;-0,232;3,914;Berlin;Germany;52.24N;13.14E
1786-02-01;-0,395;2,599;Berlin;Germany;52.24N;13.14E
1786-03-01;0,913;7,456;Berlin;Germany;52.24N;13.14E
1786-04-01;10,216;4,806;Berlin;Germany;52.24N;13.14E
1786-05-01;12,341;4,71;Berlin;Germany;52.24N;13.14E
1786-06-01;17,721;1,839;Berlin;Germany;52.24N;13.14E
1786-07-01;16,575;5,302;Berlin;Germany;52.24N;13.14E
1786-08-01;16,698;8,371;Berlin;Germany;52.24N;13.14E
1786-09-01;12,513;9,142;Berlin;Germany;52.24N;13.14E
1786-10-01;6,411;2,198;Berlin;Germany;52.24N;13.14E
1786-11-01;-0,733;6,733;Berlin;Germany;52.24N;13.14E
1786-12-01;0,085;3,292;Berlin;Germany;52.24N;13.14E
1787-01-01;-2,024;4,715;Berlin;Germany;52.24N;13.14E
1787-02-01;2,22;4,539;Berlin;Germany;52.24N;13.14E
1787-03-01;5,403;4,371;Berlin;Germany;52.24N;13.14E
1787-04-01;7,014;3,222;Berlin;Germany;52.24N;13.14E
1787-05-01;12,688;5,819;Berlin;Germany;52.24N;13.14E
1787-06-01;18,05;5,218;Berlin;Germany;52.24N;13.14E
1787-07-01;17,913;7,873;Berlin;Germany;52.24N;13.14E
1787-08-01;17,993;6,037;Berlin;Germany;52.24N;13.14E
1787-09-01;14,269;3,67;Berlin;Germany;52.24N;13.14E
1787-10-01;10,728;8,444;Berlin;Germany;52.24N;13.14E
1787-11-01;4,47;1,407;Berlin;Germany;52.24N;13.14E
1787-12-01;2,515;4,533;Berlin;Germany;52.24N;13.14E
1788-01-01;1,177;2,092;Berlin;Germany;52.24N;13.14E
1788-02-01;-0,634;7,505;Berlin;Germany;52.24N;13.14E
1788-03-01;1,566;4,398;Berlin;Germany;52.24N;13.14E
1788-04-01;8,521;4,413;Berlin;Germany;52.24N;13.14E
1788-05-01;14,272;2,48;Berlin;Germany;52.24N;13.14E
1788-06-01;18,477;2,966;Berlin;Germany;52.24N;13.14E
1788-07-01;20,841;5,272;Berlin;Germany;52.24N;13.14E
1788-08-01;17,119;2,517;Berlin;Germany;52.24N;13.14E
1788-09-01;15,743;1,677;Berlin;Germany;52.24N;13.14E
1788-10-01;8,264;3,218;Berlin;Germany;52.24N;13.14E
1788-11-01;2,442;3,398;Berlin;Germany;52.24N;13.14E
1788-12-01;-7,79;6,523;Berlin;Germany;52.24N;13.14E
1789-01-01;-4,421;6,965;Berlin;Germany;52.24N;13.14E
1789-02-01;2,38;4,712;Berlin;Germany;52.24N;13.14E
1789-03-01;-2,093;5,215;Berlin;Germany;52.24N;13.14E
1789-04-01;8,573;3,189;Berlin;Germany;52.24N;13.14E
1789-05-01;16,215;4,596;Berlin;Germany;52.24N;13.14E
1789-06-01;16,937;1,846;Berlin;Germany;52.24N;13.14E
1789-07-01;18,96;3,247;Berlin;Germany;52.24N;13.14E
1789-08-01;18,52;1,827;Berlin;Germany;52.24N;13.14E
1789-09-01;15,249;1,811;Berlin;Germany;52.24N;13.14E
1789-10-01;9,389;4,152;Berlin;Germany;52.24N;13.14E
1789-11-01;4,397;1,147;Berlin;Germany;52.24N;13.14E
1789-12-01;3,744;2,643;Berlin;Germany;52.24N;13.14E
1790-01-01;1,381;5,228;Berlin;Germany;52.24N;13.14E
1790-02-01;3,902;5,794;Berlin;Germany;52.24N;13.14E
1790-03-01;5,021;2,809;Berlin;Germany;52.24N;13.14E
1790-04-01;6,157;3,861;Berlin;Germany;52.24N;13.14E
1790-05-01;15,209;2,25;Berlin;Germany;52.24N;13.14E
1790-06-01;17,26;2,381;Berlin;Germany;52.24N;13.14E
1790-07-01;16,881;2,256;Berlin;Germany;52.24N;13.14E
1790-08-01;17,326;2,149;Berlin;Germany;52.24N;13.14E
1790-09-01;13,261;3,337;Berlin;Germany;52.24N;13.14E
1790-10-01;7,917;3,462;Berlin;Germany;52.24N;13.14E
1790-11-01;2,872;1,849;Berlin;Germany;52.24N;13.14E
1790-12-01;1,891;10,112;Berlin;Germany;52.24N;13.14E
1791-01-01;2,906;8,174;Berlin;Germany;52.24N;13.14E
1791-02-01;2,217;2,812;Berlin;Germany;52.24N;13.14E
1791-03-01;4,941;4,288;Berlin;Germany;52.24N;13.14E
1791-04-01;10,412;3,048;Berlin;Germany;52.24N;13.14E
1791-05-01;12,454;2,316;Berlin;Germany;52.24N;13.14E
1791-06-01;16,798;2,789;Berlin;Germany;52.24N;13.14E
1791-07-01;19,232;2,227;Berlin;Germany;52.24N;13.14E
1791-08-01;19,558;1,249;Berlin;Germany;52.24N;13.14E
1791-09-01;13,544;2,847;Berlin;Germany;52.24N;13.14E
1791-10-01;8,85;1,445;Berlin;Germany;52.24N;13.14E
1791-11-01;2,348;2,931;Berlin;Germany;52.24N;13.14E
1791-12-01;1,292;2,359;Berlin;Germany;52.24N;13.14E
1792-01-01;-1,033;6,105;Berlin;Germany;52.24N;13.14E
1792-02-01;-1,299;3,94;Berlin;Germany;52.24N;13.14E
1792-03-01;4,012;2,381;Berlin;Germany;52.24N;13.14E
1792-04-01;9,904;2,691;Berlin;Germany;52.24N;13.14E
1792-05-01;12,718;1,62;Berlin;Germany;52.24N;13.14E
1792-06-01;17,531;1,116;Berlin;Germany;52.24N;13.14E
1792-07-01;20,113;2,569;Berlin;Germany;52.24N;13.14E
1792-08-01;18,699;2,112;Berlin;Germany;52.24N;13.14E
1792-09-01;13,406;3,76;Berlin;Germany;52.24N;13.14E
1792-10-01;7,973;2,085;Berlin;Germany;52.24N;13.14E
1792-11-01;3,528;3,612;Berlin;Germany;52.24N;13.14E
1792-12-01;1,226;3,63;Berlin;Germany;52.24N;13.14E
1793-01-01;-2,399;5,265;Berlin;Germany;52.24N;13.14E
1793-02-01;3,159;5,731;Berlin;Germany;52.24N;13.14E
1793-03-01;3,575;4,273;Berlin;Germany;52.24N;13.14E
1793-04-01;6,928;2,732;Berlin;Germany;52.24N;13.14E
1793-05-01;12,823;1,766;Berlin;Germany;52.24N;13.14E
1793-06-01;15,496;4,514;Berlin;Germany;52.24N;13.14E
1793-07-01;20,417;6,979;Berlin;Germany;52.24N;13.14E
1793-08-01;18,598;6,413;Berlin;Germany;52.24N;13.14E
1793-09-01;13,286;2,851;Berlin;Germany;52.24N;13.14E
1793-10-01;11,061;4,18;Berlin;Germany;52.24N;13.14E
1793-11-01;4,788;6,082;Berlin;Germany;52.24N;13.14E
1793-12-01;2,452;3,74;Berlin;Germany;52.24N;13.14E
1794-01-01;0,063;6,529;Berlin;Germany;52.24N;13.14E
1794-02-01;3,831;8,924;Berlin;Germany;52.24N;13.14E
1794-03-01;7,254;1,956;Berlin;Germany;52.24N;13.14E
1794-04-01;11,792;2,356;Berlin;Germany;52.24N;13.14E
1794-05-01;14,161;4,061;Berlin;Germany;52.24N;13.14E
1794-06-01;18,682;5,892;Berlin;Germany;52.24N;13.14E
1794-07-01;21,658;7,858;Berlin;Germany;52.24N;13.14E
1794-08-01;17,554;3,097;Berlin;Germany;52.24N;13.14E
1794-09-01;12,904;2,825;Berlin;Germany;52.24N;13.14E
1794-10-01;9,168;2,857;Berlin;Germany;52.24N;13.14E
1794-11-01;5,027;3,073;Berlin;Germany;52.24N;13.14E
1794-12-01;-1,833;3,005;Berlin;Germany;52.24N;13.14E
1795-01-01;-8,019;6,743;Berlin;Germany;52.24N;13.14E
1795-02-01;-0,35;9,456;Berlin;Germany;52.24N;13.14E
1795-03-01;2,509;3,149;Berlin;Germany;52.24N;13.14E
1795-04-01;11,306;3,338;Berlin;Germany;52.24N;13.14E
1795-05-01;12,058;5,842;Berlin;Germany;52.24N;13.14E
1795-06-01;18,637;3,985;Berlin;Germany;52.24N;13.14E
1795-07-01;17,097;3,987;Berlin;Germany;52.24N;13.14E
1795-08-01;18,023;3,014;Berlin;Germany;52.24N;13.14E
1795-09-01;15,6;5,173;Berlin;Germany;52.24N;13.14E
1795-10-01;12,614;4,29;Berlin;Germany;52.24N;13.14E
1795-11-01;3,199;3,112;Berlin;Germany;52.24N;13.14E
1795-12-01;3,721;3,842;Berlin;Germany;52.24N;13.14E
1796-01-01;5,973;4,219;Berlin;Germany;52.24N;13.14E
1796-02-01;1,562;1,665;Berlin;Germany;52.24N;13.14E
1796-03-01;0,446;3,596;Berlin;Germany;52.24N;13.14E
1796-04-01;7,356;1,655;Berlin;Germany;52.24N;13.14E
1796-05-01;13,313;1,271;Berlin;Germany;52.24N;13.14E
1796-06-01;16,932;4,957;Berlin;Germany;52.24N;13.14E
1796-07-01;18,765;3,592;Berlin;Germany;52.24N;13.14E
1796-08-01;19,059;6,2;Berlin;Germany;52.24N;13.14E
1796-09-01;15,862;5,691;Berlin;Germany;52.24N;13.14E
1796-10-01;8,496;1,568;Berlin;Germany;52.24N;13.14E
1796-11-01;2,651;3,789;Berlin;Germany;52.24N;13.14E
1796-12-01;-2,334;6,274;Berlin;Germany;52.24N;13.14E
1797-01-01;0,345;9,195;Berlin;Germany;52.24N;13.14E
1797-02-01;2,758;3,163;Berlin;Germany;52.24N;13.14E
1797-03-01;3,256;2,557;Berlin;Germany;52.24N;13.14E
1797-04-01;9,776;4,299;Berlin;Germany;52.24N;13.14E
1797-05-01;15,574;3,282;Berlin;Germany;52.24N;13.14E
1797-06-01;16,565;2,603;Berlin;Germany;52.24N;13.14E
1797-07-01;20,424;2,878;Berlin;Germany;52.24N;13.14E
1797-08-01;19,818;3,077;Berlin;Germany;52.24N;13.14E
1797-09-01;16,519;4,73;Berlin;Germany;52.24N;13.14E
1797-10-01;9,436;2,577;Berlin;Germany;52.24N;13.14E
1797-11-01;4,138;4,689;Berlin;Germany;52.24N;13.14E
1797-12-01;2,239;4,194;Berlin;Germany;52.24N;13.14E
1798-01-01;0,534;1,718;Berlin;Germany;52.24N;13.14E
1798-02-01;2,747;2,811;Berlin;Germany;52.24N;13.14E
1798-03-01;3,195;2,206;Berlin;Germany;52.24N;13.14E
1798-04-01;9,725;1,701;Berlin;Germany;52.24N;13.14E
1798-05-01;15,401;5,225;Berlin;Germany;52.24N;13.14E
1798-06-01;18,517;2,467;Berlin;Germany;52.24N;13.14E
1798-07-01;19,295;3,237;Berlin;Germany;52.24N;13.14E
1798-08-01;19,468;6,607;Berlin;Germany;52.24N;13.14E
1798-09-01;16,124;4,431;Berlin;Germany;52.24N;13.14E
1798-10-01;8,839;3,448;Berlin;Germany;52.24N;13.14E
1798-11-01;2,887;3,729;Berlin;Germany;52.24N;13.14E
1798-12-01;-4,713;3,066;Berlin;Germany;52.24N;13.14E
1799-01-01;-5,84;3,118;Berlin;Germany;52.24N;13.14E
1799-02-01;-4,017;3,528;Berlin;Germany;52.24N;13.14E
1799-03-01;1,172;3,611;Berlin;Germany;52.24N;13.14E
1799-04-01;6,126;4,871;Berlin;Germany;52.24N;13.14E
1799-05-01;11,434;1,988;Berlin;Germany;52.24N;13.14E
1799-06-01;15,201;3,669;Berlin;Germany;52.24N;13.14E
1799-07-01;17,458;3,089;Berlin;Germany;52.24N;13.14E
1799-08-01;17,944;1,296;Berlin;Germany;52.24N;13.14E
1799-09-01;13,588;3,429;Berlin;Germany;52.24N;13.14E
1799-10-01;8,179;2,396;Berlin;Germany;52.24N;13.14E
1799-11-01;4,363;2,483;Berlin;Germany;52.24N;13.14E
1799-12-01;-4,909;2,177;Berlin;Germany;52.24N;13.14E
1800-01-01;-2,289;2,237;Berlin;Germany;52.24N;13.14E
1800-02-01;-2,704;5,605;Berlin;Germany;52.24N;13.14E
1800-03-01;-1,532;5,009;Berlin;Germany;52.24N;13.14E
1800-04-01;13,804;2,169;Berlin;Germany;52.24N;13.14E
1800-05-01;16,429;1,437;Berlin;Germany;52.24N;13.14E
1800-06-01;14,032;1,576;Berlin;Germany;52.24N;13.14E
1800-07-01;16,767;1,937;Berlin;Germany;52.24N;13.14E
1800-08-01;18,975;3,194;Berlin;Germany;52.24N;13.14E
1800-09-01;15,071;3,403;Berlin;Germany;52.24N;13.14E
1800-10-01;8,756;3,023;Berlin;Germany;52.24N;13.14E
1800-11-01;5,409;3,286;Berlin;Germany;52.24N;13.14E
1800-12-01;0,477;2,706;Berlin;Germany;52.24N;13.14E
1801-01-01;0,783;1,856;Berlin;Germany;52.24N;13.14E
1801-02-01;-0,44;1,116;Berlin;Germany;52.24N;13.14E
1801-03-01;5,579;1,884;Berlin;Germany;52.24N;13.14E
1801-04-01;8,553;2,309;Berlin;Germany;52.24N;13.14E
1801-05-01;17,113;2,9;Berlin;Germany;52.24N;13.14E
1801-06-01;15,371;2,367;Berlin;Germany;52.24N;13.14E
1801-07-01;18,173;3,92;Berlin;Germany;52.24N;13.14E
1801-08-01;17,56;2,172;Berlin;Germany;52.24N;13.14E
1801-09-01;15,925;2,029;Berlin;Germany;52.24N;13.14E
1801-10-01;10,665;1,868;Berlin;Germany;52.24N;13.14E
1801-11-01;5,055;2,17;Berlin;Germany;52.24N;13.14E
1801-12-01;1,016;5,446;Berlin;Germany;52.24N;13.14E
1802-01-01;-3,141;2,445;Berlin;Germany;52.24N;13.14E
1802-02-01;0,628;1,995;Berlin;Germany;52.24N;13.14E
1802-03-01;4,588;2,975;Berlin;Germany;52.24N;13.14E
1802-04-01;9,12;2,882;Berlin;Germany;52.24N;13.14E
1802-05-01;11,495;2,843;Berlin;Germany;52.24N;13.14E
1802-06-01;16,137;2,37;Berlin;Germany;52.24N;13.14E
1802-07-01;17,093;2,546;Berlin;Germany;52.24N;13.14E
1802-08-01;20,221;2,279;Berlin;Germany;52.24N;13.14E
1802-09-01;14,323;3,833;Berlin;Germany;52.24N;13.14E
1802-10-01;11,961;4,431;Berlin;Germany;52.24N;13.14E
1802-11-01;4,658;2,785;Berlin;Germany;52.24N;13.14E
1802-12-01;1,895;2,503;Berlin;Germany;52.24N;13.14E
1803-01-01;-7,389;6,236;Berlin;Germany;52.24N;13.14E
1803-02-01;-1,931;3,967;Berlin;Germany;52.24N;13.14E
1803-03-01;2,727;3,461;Berlin;Germany;52.24N;13.14E
1803-04-01;11,412;3,293;Berlin;Germany;52.24N;13.14E
1803-05-01;12,15;1,89;Berlin;Germany;52.24N;13.14E
1803-06-01;15,498;2,068;Berlin;Germany;52.24N;13.14E
1803-07-01;20,157;3,217;Berlin;Germany;52.24N;13.14E
1803-08-01;19,352;3,963;Berlin;Germany;52.24N;13.14E
1803-09-01;12,165;1,471;Berlin;Germany;52.24N;13.14E
1803-10-01;8,136;3,364;Berlin;Germany;52.24N;13.14E
1803-11-01;4,114;2,953;Berlin;Germany;52.24N;13.14E
1803-12-01;-0,097;4,266;Berlin;Germany;52.24N;13.14E
1804-01-01;2,169;5,76;Berlin;Germany;52.24N;13.14E
1804-02-01;-0,96;2,936;Berlin;Germany;52.24N;13.14E
1804-03-01;0,069;4,847;Berlin;Germany;52.24N;13.14E
1804-04-01;7,383;2,405;Berlin;Germany;52.24N;13.14E
1804-05-01;14,997;1,793;Berlin;Germany;52.24N;13.14E
1804-06-01;16,884;1,509;Berlin;Germany;52.24N;13.14E
1804-07-01;19,127;3,404;Berlin;Germany;52.24N;13.14E
1804-08-01;17,92;2,212;Berlin;Germany;52.24N;13.14E
1804-09-01;16,148;4,983;Berlin;Germany;52.24N;13.14E
1804-10-01;9,439;2,014;Berlin;Germany;52.24N;13.14E
1804-11-01;1,01;5,168;Berlin;Germany;52.24N;13.14E
1804-12-01;-3,886;5,012;Berlin;Germany;52.24N;13.14E
1805-01-01;-5,454;2,231;Berlin;Germany;52.24N;13.14E
1805-02-01;-1,198;3,18;Berlin;Germany;52.24N;13.14E
1805-03-01;2,66;2,128;Berlin;Germany;52.24N;13.14E
1805-04-01;6,594;4,149;Berlin;Germany;52.24N;13.14E
1805-05-01;11,427;2,525;Berlin;Germany;52.24N;13.14E
1805-06-01;15,028;3,121;Berlin;Germany;52.24N;13.14E
1805-07-01;17,469;2,369;Berlin;Germany;52.24N;13.14E
1805-08-01;16,579;2,33;Berlin;Germany;52.24N;13.14E
1805-09-01;15,532;3,425;Berlin;Germany;52.24N;13.14E
1805-10-01;5,069;2,113;Berlin;Germany;52.24N;13.14E
1805-11-01;0,948;3,121;Berlin;Germany;52.24N;13.14E
1805-12-01;1,691;1,887;Berlin;Germany;52.24N;13.14E
1806-01-01;2,63;1,919;Berlin;Germany;52.24N;13.14E
1806-02-01;2,526;4,133;Berlin;Germany;52.24N;13.14E
1806-03-01;3,647;2,681;Berlin;Germany;52.24N;13.14E
1806-04-01;5,649;4,305;Berlin;Germany;52.24N;13.14E
1806-05-01;15,509;2,202;Berlin;Germany;52.24N;13.14E
1806-06-01;14,963;2,024;Berlin;Germany;52.24N;13.14E
1806-07-01;17,455;1,812;Berlin;Germany;52.24N;13.14E
1806-08-01;17,869;2,377;Berlin;Germany;52.24N;13.14E
1806-09-01;15,88;3,103;Berlin;Germany;52.24N;13.14E
1806-10-01;8,915;0,919;Berlin;Germany;52.24N;13.14E
1806-11-01;5,664;1,833;Berlin;Germany;52.24N;13.14E
1806-12-01;5,293;2,725;Berlin;Germany;52.24N;13.14E
1807-01-01;0,797;2,834;Berlin;Germany;52.24N;13.14E
1807-02-01;2,145;6,033;Berlin;Germany;52.24N;13.14E
1807-03-01;1,146;5,378;Berlin;Germany;52.24N;13.14E
1807-04-01;6,961;2,535;Berlin;Germany;52.24N;13.14E
1807-05-01;14,165;1,82;Berlin;Germany;52.24N;13.14E
1807-06-01;15,951;1,656;Berlin;Germany;52.24N;13.14E
1807-07-01;19,793;3,961;Berlin;Germany;52.24N;13.14E
1807-08-01;22,415;2,638;Berlin;Germany;52.24N;13.14E
1807-09-01;12,866;1,166;Berlin;Germany;52.24N;13.14E
1807-10-01;9,512;1,427;Berlin;Germany;52.24N;13.14E
1807-11-01;5,271;3,062;Berlin;Germany;52.24N;13.14E
1807-12-01;1,961;2,285;Berlin;Germany;52.24N;13.14E
1808-01-01;-0,183;3,142;Berlin;Germany;52.24N;13.14E
1808-02-01;-0,485;2,533;Berlin;Germany;52.24N;13.14E
1808-03-01;-1,028;6,172;Berlin;Germany;52.24N;13.14E
1808-04-01;5,713;1,5;Berlin;Germany;52.24N;13.14E
1808-05-01;15,412;4,731;Berlin;Germany;52.24N;13.14E
1808-06-01;17,032;1,51;Berlin;Germany;52.24N;13.14E
1808-07-01;20,457;1,735;Berlin;Germany;52.24N;13.14E
1808-08-01;20,049;2,117;Berlin;Germany;52.24N;13.14E
1808-09-01;15,039;4,487;Berlin;Germany;52.24N;13.14E
1808-10-01;7,687;1,884;Berlin;Germany;52.24N;13.14E
1808-11-01;2,748;2,443;Berlin;Germany;52.24N;13.14E
1808-12-01;-4,591;2,039;Berlin;Germany;52.24N;13.14E
1809-01-01;-4,459;5,168;Berlin;Germany;52.24N;13.14E
1809-02-01;3,113;3,666;Berlin;Germany;52.24N;13.14E
1809-03-01;2,206;3,778;Berlin;Germany;52.24N;13.14E
1809-04-01;4,783;5,66;Berlin;Germany;52.24N;13.14E
1809-05-01;15,258;3,137;Berlin;Germany;52.24N;13.14E
1809-06-01;16,357;1,972;Berlin;Germany;52.24N;13.14E
1809-07-01;18,423;1,629;Berlin;Germany;52.24N;13.14E
1809-08-01;18,9;1,307;Berlin;Germany;52.24N;13.14E
1809-09-01;14,789;2,904;Berlin;Germany;52.24N;13.14E
1809-10-01;7,915;6,351;Berlin;Germany;52.24N;13.14E
1809-11-01;3,767;3,889;Berlin;Germany;52.24N;13.14E
1809-12-01;2,889;4,923;Berlin;Germany;52.24N;13.14E
1810-01-01;-2,597;6,739;Berlin;Germany;52.24N;13.14E
1810-02-01;-1,254;5,225;Berlin;Germany;52.24N;13.14E
1810-03-01;3,817;2,87;Berlin;Germany;52.24N;13.14E
1810-04-01;6,911;4,531;Berlin;Germany;52.24N;13.14E
1810-05-01;12,102;3,339;Berlin;Germany;52.24N;13.14E
1810-06-01;14,931;3,951;Berlin;Germany;52.24N;13.14E
1810-07-01;18,903;3,951;Berlin;Germany;52.24N;13.14E
1810-08-01;18,218;2,814;Berlin;Germany;52.24N;13.14E
1810-09-01;16,371;1,629;Berlin;Germany;52.24N;13.14E
1810-10-01;7,918;5,753;Berlin;Germany;52.24N;13.14E
1810-11-01;4,163;3,368;Berlin;Germany;52.24N;13.14E
1810-12-01;2,037;4,06;Berlin;Germany;52.24N;13.14E
1811-01-01;-5,079;3,409;Berlin;Germany;52.24N;13.14E
1811-02-01;0,187;5,682;Berlin;Germany;52.24N;13.14E
1811-03-01;5,818;2,904;Berlin;Germany;52.24N;13.14E
1811-04-01;8,668;1,394;Berlin;Germany;52.24N;13.14E
1811-05-01;17,437;3,552;Berlin;Germany;52.24N;13.14E
1811-06-01;20,397;3,83;Berlin;Germany;52.24N;13.14E
1811-07-01;20,343;3,345;Berlin;Germany;52.24N;13.14E
1811-08-01;18,334;5,234;Berlin;Germany;52.24N;13.14E
1811-09-01;14,264;3,359;Berlin;Germany;52.24N;13.14E
1811-10-01;11,803;5,784;Berlin;Germany;52.24N;13.14E
1811-11-01;5,011;6,266;Berlin;Germany;52.24N;13.14E
1811-12-01;1,934;3,197;Berlin;Germany;52.24N;13.14E
1812-01-01;-3,069;3,102;Berlin;Germany;52.24N;13.14E
1812-02-01;0,688;1,181;Berlin;Germany;52.24N;13.14E
1812-03-01;2,368;3,565;Berlin;Germany;52.24N;13.14E
1812-04-01;4,226;3,271;Berlin;Germany;52.24N;13.14E
1812-05-01;13,334;3,162;Berlin;Germany;52.24N;13.14E
1812-06-01;16,713;1,294;Berlin;Germany;52.24N;13.14E
1812-07-01;16,591;2,02;Berlin;Germany;52.24N;13.14E
1812-08-01;17,68;5,766;Berlin;Germany;52.24N;13.14E
1812-09-01;13,065;1,038;Berlin;Germany;52.24N;13.14E
