dt;AverageTemperature;AverageTemperatureUncertainty;City;Country;Latitude;Longitude
1887-07-01;20,473;1,182;Abakan;Russia;53.84N;91.36E
1887-08-01;14,043;0,882;Abakan;Russia;53.84N;91.36E
1887-09-01;7,556;1,166;Abakan;Russia;53.84N;91.36E
1887-10-01;1,325;0,871;Abakan;Russia;53.84N;91.36E
1887-11-01;-6,265;2,219;Abakan;Russia;53.84N;91.36E
1887-12-01;-16,756;1,54;Abakan;Russia;53.84N;91.36E
1888-01-01;-20,686;2,489;Abakan;Russia;53.84N;91.36E
1888-02-01;-21,16;1,382;Abakan;Russia;53.84N;91.36E
1888-03-01;-8,723;2,151;Abakan;Russia;53.84N;91.36E
1888-04-01;-1,459;0,844;Abakan;Russia;53.84N;91.36E
1888-05-01;9,515;1,562;Abakan;Russia;53.84N;91.36E
1888-06-01;17,801;1,804;Abakan;Russia;53.84N;91.36E
1888-07-01;19,697;0,823;Abakan;Russia;53.84N;91.36E
1888-08-01;16,657;1,079;Abakan;Russia;53.84N;91.36E
1888-09-01;9,281;0,986;Abakan;Russia;53.84N;91.36E
1888-10-01;-0,317;1,009;Abakan;Russia;53.84N;91.36E
1888-11-01;-9,586;2,273;Abakan;Russia;53.84N;91.36E
1888-12-01;-18,275;1,826;Abakan;Russia;53.84N;91.36E
1889-01-01;-26,727;3,555;Abakan;Russia;53.84N;91.36E
1889-02-01;-17,534;5,386;Abakan;Russia;53.84N;91.36E
1889-03-01;-8,534;1,842;Abakan;Russia;53.84N;91.36E
1889-04-01;1,782;1,345;Abakan;Russia;53.84N;91.36E
1889-05-01;6,703;1,633;Abakan;Russia;53.84N;91.36E
1889-06-01;15,676;1,503;Abakan;Russia;53.84N;91.36E
1889-07-01;17,875;1,909;Abakan;Russia;53.84N;91.36E
1889-08-01;15,067;1,268;Abakan;Russia;53.84N;91.36E
1889-09-01;8,093;0,993;Abakan;Russia;53.84N;91.36E
1889-10-01;-3,891;1,309;Abakan;Russia;53.84N;91.36E
1889-11-01;-14,057;2,623;Abakan;Russia;53.84N;91.36E
1889-12-01;-19,922;1,392;Abakan;Russia;53.84N;91.36E
1890-01-01;-20,132;0,979;Abakan;Russia;53.84N;91.36E
1890-02-01;-16,786;4,498;Abakan;Russia;53.84N;91.36E
1890-03-01;-11,475;2,062;Abakan;Russia;53.84N;91.36E
1890-04-01;-0,551;0,894;Abakan;Russia;53.84N;91.36E
1890-05-01;6,521;1,431;Abakan;Russia;53.84N;91.36E
1890-06-01;13,866;0,54;Abakan;Russia;53.84N;91.36E
1890-07-01;17,768;1,157;Abakan;Russia;53.84N;91.36E
1890-08-01;15,172;0,518;Abakan;Russia;53.84N;91.36E
1890-09-01;7,07;0,876;Abakan;Russia;53.84N;91.36E
1890-10-01;2,527;0,531;Abakan;Russia;53.84N;91.36E
1890-11-01;-14,171;3,117;Abakan;Russia;53.84N;91.36E
1890-12-01;-17,234;4,481;Abakan;Russia;53.84N;91.36E
1891-01-01;-23,359;3,413;Abakan;Russia;53.84N;91.36E
1891-02-01;-16,605;2,045;Abakan;Russia;53.84N;91.36E
1891-03-01;-8,428;2,658;Abakan;Russia;53.84N;91.36E
1891-04-01;-1,3;1,678;Abakan;Russia;53.84N;91.36E
1891-05-01;8,446;0,939;Abakan;Russia;53.84N;91.36E
1891-06-01;14,441;0,616;Abakan;Russia;53.84N;91.36E
1891-07-01;18,748;1,342;Abakan;Russia;53.84N;91.36E
1891-08-01;16,816;0,568;Abakan;Russia;53.84N;91.36E
1891-09-01;8,558;0,545;Abakan;Russia;53.84N;91.36E
1891-10-01;-0,729;0,853;Abakan;Russia;53.84N;91.36E
1891-11-01;-11,753;0,963;Abakan;Russia;53.84N;91.36E
1891-12-01;-16,049;1,983;Abakan;Russia;53.84N;91.36E
1892-01-01;-22,48;1,796;Abakan;Russia;53.84N;91.36E
1892-02-01;-23,297;1,493;Abakan;Russia;53.84N;91.36E
1892-03-01;-15,901;2,231;Abakan;Russia;53.84N;91.36E
1892-04-01;-0,308;0,786;Abakan;Russia;53.84N;91.36E
1892-05-01;10,84;1,276;Abakan;Russia;53.84N;91.36E
1892-06-01;17,723;1,456;Abakan;Russia;53.84N;91.36E
1892-07-01;19,487;1,029;Abakan;Russia;53.84N;91.36E
1892-08-01;16,504;1,008;Abakan;Russia;53.84N;91.36E
1892-09-01;9,048;0,942;Abakan;Russia;53.84N;91.36E
1892-10-01;0,761;1,8;Abakan;Russia;53.84N;91.36E
1892-11-01;-16,669;1,622;Abakan;Russia;53.84N;91.36E
1892-12-01;-19,219;4,01;Abakan;Russia;53.84N;91.36E
1893-01-01;-31,138;1,168;Abakan;Russia;53.84N;91.36E
1893-02-01;-19,569;0,964;Abakan;Russia;53.84N;91.36E
1893-03-01;-4,247;1,338;Abakan;Russia;53.84N;91.36E
1893-04-01;6,548;0,921;Abakan;Russia;53.84N;91.36E
1893-05-01;8,154;0,674;Abakan;Russia;53.84N;91.36E
1893-06-01;16,627;1,635;Abakan;Russia;53.84N;91.36E
1893-07-01;18,948;0,829;Abakan;Russia;53.84N;91.36E
1893-08-01;16,155;1,135;Abakan;Russia;53.84N;91.36E
1893-09-01;9,114;0,677;Abakan;Russia;53.84N;91.36E
1893-10-01;1,331;1,21;Abakan;Russia;53.84N;91.36E
1893-11-01;-5,315;1,153;Abakan;Russia;53.84N;91.36E
1893-12-01;-17,039;1,14;Abakan;Russia;53.84N;91.36E
1894-01-01;-18,972;2,729;Abakan;Russia;53.84N;91.36E
1894-02-01;-10,55;4,691;Abakan;Russia;53.84N;91.36E
1894-03-01;-5,721;4,417;Abakan;Russia;53.84N;91.36E
1894-04-01;-1,778;1,679;Abakan;Russia;53.84N;91.36E
1894-05-01;8,074;0,552;Abakan;Russia;53.84N;91.36E
1894-06-01;14,423;0,689;Abakan;Russia;53.84N;91.36E
1894-07-01;18,708;0,626;Abakan;Russia;53.84N;91.36E
1894-08-01;15,201;1,432;Abakan;Russia;53.84N;91.36E
1894-09-01;9,115;1,21;Abakan;Russia;53.84N;91.36E
1894-10-01;0,56;2,328;Abakan;Russia;53.84N;91.36E
1894-11-01;-10,906;2,103;Abakan;Russia;53.84N;91.36E
1894-12-01;-19,732;2,042;Abakan;Russia;53.84N;91.36E
1895-01-01;-25,961;2,005;Abakan;Russia;53.84N;91.36E
1895-02-01;-22,002;2,88;Abakan;Russia;53.84N;91.36E
1895-03-01;-11,262;4,22;Abakan;Russia;53.84N;91.36E
1895-04-01;0,641;0,44;Abakan;Russia;53.84N;91.36E
1895-05-01;8,948;0,511;Abakan;Russia;53.84N;91.36E
1895-06-01;13,852;0,835;Abakan;Russia;53.84N;91.36E
1895-07-01;20,835;0,768;Abakan;Russia;53.84N;91.36E
1895-08-01;15,781;1,473;Abakan;Russia;53.84N;91.36E
1895-09-01;10,496;1,064;Abakan;Russia;53.84N;91.36E
1895-10-01;-0,651;1,52;Abakan;Russia;53.84N;91.36E
1895-11-01;-7,95;2,672;Abakan;Russia;53.84N;91.36E
1895-12-01;-20,351;5,054;Abakan;Russia;53.84N;91.36E
1896-01-01;-21,925;5,02;Abakan;Russia;53.84N;91.36E
1896-02-01;-18,307;2,254;Abakan;Russia;53.84N;91.36E
1896-03-01;-14,3;4,07;Abakan;Russia;53.84N;91.36E
1896-04-01;0,428;0,807;Abakan;Russia;53.84N;91.36E
1896-05-01;9,513;0,972;Abakan;Russia;53.84N;91.36E
1896-06-01;18,63;0,979;Abakan;Russia;53.84N;91.36E
1896-07-01;19,152;0,641;Abakan;Russia;53.84N;91.36E
1896-08-01;15,915;0,606;Abakan;Russia;53.84N;91.36E
1896-09-01;8,933;0,693;Abakan;Russia;53.84N;91.36E
1896-10-01;1,363;1,566;Abakan;Russia;53.84N;91.36E
1896-11-01;-8,018;1,111;Abakan;Russia;53.84N;91.36E
1896-12-01;-19,411;2,533;Abakan;Russia;53.84N;91.36E
1897-01-01;-22,432;3,301;Abakan;Russia;53.84N;91.36E
1897-02-01;-20,4;2,143;Abakan;Russia;53.84N;91.36E
1897-03-01;-16,051;7,381;Abakan;Russia;53.84N;91.36E
1897-04-01;1,236;0,654;Abakan;Russia;53.84N;91.36E
1897-05-01;5,959;1,262;Abakan;Russia;53.84N;91.36E
1897-06-01;16,012;0,72;Abakan;Russia;53.84N;91.36E
1897-07-01;18,851;1,92;Abakan;Russia;53.84N;91.36E
1897-08-01;15,465;1,427;Abakan;Russia;53.84N;91.36E
1897-09-01;7,535;1,369;Abakan;Russia;53.84N;91.36E
1897-10-01;0,89;0,709;Abakan;Russia;53.84N;91.36E
1897-11-01;-10,101;3,091;Abakan;Russia;53.84N;91.36E
1897-12-01;-19,114;2,196;Abakan;Russia;53.84N;91.36E
1898-01-01;-14,454;2,83;Abakan;Russia;53.84N;91.36E
1898-02-01;-22,854;0,993;Abakan;Russia;53.84N;91.36E
1898-03-01;-18,115;1,07;Abakan;Russia;53.84N;91.36E
1898-04-01;-0,534;1,241;Abakan;Russia;53.84N;91.36E
1898-05-01;5,219;0,904;Abakan;Russia;53.84N;91.36E
1898-06-01;16,651;1,235;Abakan;Russia;53.84N;91.36E
1898-07-01;18,696;1,037;Abakan;Russia;53.84N;91.36E
1898-08-01;16,092;0,813;Abakan;Russia;53.84N;91.36E
1898-09-01;8,097;0,898;Abakan;Russia;53.84N;91.36E
1898-10-01;1,021;0,845;Abakan;Russia;53.84N;91.36E
1898-11-01;-6,045;1,208;Abakan;Russia;53.84N;91.36E
1898-12-01;-10,45;1,649;Abakan;Russia;53.84N;91.36E
1899-01-01;-16,001;2,022;Abakan;Russia;53.84N;91.36E
1899-02-01;-18,74;1,626;Abakan;Russia;53.84N;91.36E
1899-03-01;-7,956;0,613;Abakan;Russia;53.84N;91.36E
1899-04-01;1,617;1,474;Abakan;Russia;53.84N;91.36E
1899-05-01;10,566;0,932;Abakan;Russia;53.84N;91.36E
1899-06-01;15,351;0,709;Abakan;Russia;53.84N;91.36E
1899-07-01;16,224;1,05;Abakan;Russia;53.84N;91.36E
1899-08-01;15,575;2,211;Abakan;Russia;53.84N;91.36E
1899-09-01;8,585;1,223;Abakan;Russia;53.84N;91.36E
1899-10-01;1,269;1,375;Abakan;Russia;53.84N;91.36E
1899-11-01;-6,993;3,45;Abakan;Russia;53.84N;91.36E
1899-12-01;-22,572;2,546;Abakan;Russia;53.84N;91.36E
01.01.1900;-29,54;3,253;Abakan;Russia;53.84N;91.36E
01.02.1900;-16,797;1,376;Abakan;Russia;53.84N;91.36E
01.03.1900;-8,71;2,094;Abakan;Russia;53.84N;91.36E
01.04.1900;0,332;1,717;Abakan;Russia;53.84N;91.36E
01.05.1900;10,919;1,342;Abakan;Russia;53.84N;91.36E
01.06.1900;17,661;1,084;Abakan;Russia;53.84N;91.36E
01.07.1900;19,695;1,892;Abakan;Russia;53.84N;91.36E
01.08.1900;16,977;1,103;Abakan;Russia;53.84N;91.36E
01.09.1900;11,267;1,016;Abakan;Russia;53.84N;91.36E
01.10.1900;1,007;1,141;Abakan;Russia;53.84N;91.36E
01.11.1900;-12,361;1,178;Abakan;Russia;53.84N;91.36E
01.12.1900;-18,651;6,173;Abakan;Russia;53.84N;91.36E
01.01.1901;-20,111;1,107;Abakan;Russia;53.84N;91.36E
01.02.1901;-17,233;1,039;Abakan;Russia;53.84N;91.36E
01.03.1901;-5,733;1,207;Abakan;Russia;53.84N;91.36E
01.04.1901;1,614;0,676;Abakan;Russia;53.84N;91.36E
01.05.1901;9,708;0,888;Abakan;Russia;53.84N;91.36E
01.06.1901;17,259;2,204;Abakan;Russia;53.84N;91.36E
01.07.1901;19,568;0,686;Abakan;Russia;53.84N;91.36E
01.08.1901;17,274;1,278;Abakan;Russia;53.84N;91.36E
01.09.1901;9,728;0,747;Abakan;Russia;53.84N;91.36E
01.10.1901;-3,982;0,7;Abakan;Russia;53.84N;91.36E
01.11.1901;-6,111;1,447;Abakan;Russia;53.84N;91.36E
01.12.1901;-25,311;4,04;Abakan;Russia;53.84N;91.36E
01.01.1902;-16,215;1,114;Abakan;Russia;53.84N;91.36E
01.02.1902;-13,018;2,505;Abakan;Russia;53.84N;91.36E
01.03.1902;-7,117;3,565;Abakan;Russia;53.84N;91.36E
01.04.1902;-0,749;0,936;Abakan;Russia;53.84N;91.36E
01.05.1902;7,082;0,492;Abakan;Russia;53.84N;91.36E
01.06.1902;14,553;1,112;Abakan;Russia;53.84N;91.36E
01.07.1902;17,529;1,295;Abakan;Russia;53.84N;91.36E
01.08.1902;15,61;0,593;Abakan;Russia;53.84N;91.36E
01.09.1902;10,147;0,659;Abakan;Russia;53.84N;91.36E
01.10.1902;0,233;1,443;Abakan;Russia;53.84N;91.36E
01.11.1902;-11,082;2,504;Abakan;Russia;53.84N;91.36E
01.12.1902;-19,842;2,121;Abakan;Russia;53.84N;91.36E
01.01.1903;-20,65;1,253;Abakan;Russia;53.84N;91.36E
01.02.1903;-12,397;1,729;Abakan;Russia;53.84N;91.36E
01.03.1903;-8,91;3,647;Abakan;Russia;53.84N;91.36E
01.04.1903;-0,591;0,767;Abakan;Russia;53.84N;91.36E
01.05.1903;7,591;1,536;Abakan;Russia;53.84N;91.36E
01.06.1903;13,072;0,509;Abakan;Russia;53.84N;91.36E
01.07.1903;18,001;0,849;Abakan;Russia;53.84N;91.36E
01.08.1903;14,023;0,547;Abakan;Russia;53.84N;91.36E
01.09.1903;7,973;0,771;Abakan;Russia;53.84N;91.36E
01.10.1903;-3,135;1,876;Abakan;Russia;53.84N;91.36E
01.11.1903;-11,01;1,282;Abakan;Russia;53.84N;91.36E
01.12.1903;-17,433;3,882;Abakan;Russia;53.84N;91.36E
01.01.1904;-19,096;4,207;Abakan;Russia;53.84N;91.36E
01.02.1904;-13,72;6,007;Abakan;Russia;53.84N;91.36E
01.03.1904;-12,023;2,258;Abakan;Russia;53.84N;91.36E
01.04.1904;-3,109;2,837;Abakan;Russia;53.84N;91.36E
01.05.1904;10,967;0,59;Abakan;Russia;53.84N;91.36E
01.06.1904;17,025;1,232;Abakan;Russia;53.84N;91.36E
01.07.1904;18,037;0,66;Abakan;Russia;53.84N;91.36E
01.08.1904;15,834;0,99;Abakan;Russia;53.84N;91.36E
01.09.1904;7,712;0,503;Abakan;Russia;53.84N;91.36E
01.10.1904;0,143;0,571;Abakan;Russia;53.84N;91.36E
01.11.1904;-5,363;2,101;Abakan;Russia;53.84N;91.36E
01.12.1904;-13,96;1,335;Abakan;Russia;53.84N;91.36E
01.01.1905;-15,266;4,265;Abakan;Russia;53.84N;91.36E
01.02.1905;-21,549;2,853;Abakan;Russia;53.84N;91.36E
01.03.1905;-13,698;0,707;Abakan;Russia;53.84N;91.36E
01.04.1905;-2,216;0,583;Abakan;Russia;53.84N;91.36E
01.05.1905;8,091;0,58;Abakan;Russia;53.84N;91.36E
01.06.1905;13,951;0,868;Abakan;Russia;53.84N;91.36E
01.07.1905;20,381;0,754;Abakan;Russia;53.84N;91.36E
01.08.1905;16,325;0,542;Abakan;Russia;53.84N;91.36E
01.09.1905;8,133;0,437;Abakan;Russia;53.84N;91.36E
01.10.1905;0,191;0,752;Abakan;Russia;53.84N;91.36E
01.11.1905;-8,656;0,692;Abakan;Russia;53.84N;91.36E
01.12.1905;-17,177;1,982;Abakan;Russia;53.84N;91.36E
01.01.1906;-23,141;2,416;Abakan;Russia;53.84N;91.36E
01.02.1906;-23,749;4,583;Abakan;Russia;53.84N;91.36E
01.03.1906;-4,984;2,122;Abakan;Russia;53.84N;91.36E
01.04.1906;4,457;1,017;Abakan;Russia;53.84N;91.36E
01.05.1906;6,424;1,482;Abakan;Russia;53.84N;91.36E
01.06.1906;15,703;1,663;Abakan;Russia;53.84N;91.36E
01.07.1906;15,866;0,62;Abakan;Russia;53.84N;91.36E
01.08.1906;17,653;0,991;Abakan;Russia;53.84N;91.36E
01.09.1906;8,658;0,562;Abakan;Russia;53.84N;91.36E
01.10.1906;-0,734;1,278;Abakan;Russia;53.84N;91.36E
01.11.1906;-14,022;0,909;Abakan;Russia;53.84N;91.36E
01.12.1906;-14,838;2,539;Abakan;Russia;53.84N;91.36E
01.01.1907;-21,689;0,855;Abakan;Russia;53.84N;91.36E
01.02.1907;-20,847;2,816;Abakan;Russia;53.84N;91.36E
01.03.1907;-8,972;2,23;Abakan;Russia;53.84N;91.36E
01.04.1907;2,403;1,22;Abakan;Russia;53.84N;91.36E
01.05.1907;10,31;0,816;Abakan;Russia;53.84N;91.36E
01.06.1907;14,18;0,781;Abakan;Russia;53.84N;91.36E
01.07.1907;14,993;0,753;Abakan;Russia;53.84N;91.36E
01.08.1907;16,354;1,224;Abakan;Russia;53.84N;91.36E
01.09.1907;9,96;1,075;Abakan;Russia;53.84N;91.36E
01.10.1907;-0,157;1,2;Abakan;Russia;53.84N;91.36E
01.11.1907;-14,23;1,548;Abakan;Russia;53.84N;91.36E
01.12.1907;-18,283;2,017;Abakan;Russia;53.84N;91.36E
01.01.1908;-20,265;1,507;Abakan;Russia;53.84N;91.36E
01.02.1908;-20,49;1,763;Abakan;Russia;53.84N;91.36E
01.03.1908;-11,809;0,907;Abakan;Russia;53.84N;91.36E
01.04.1908;-0,264;0,839;Abakan;Russia;53.84N;91.36E
01.05.1908;12,769;0,556;Abakan;Russia;53.84N;91.36E
01.06.1908;15,613;0,616;Abakan;Russia;53.84N;91.36E
01.07.1908;18,409;1,213;Abakan;Russia;53.84N;91.36E
01.08.1908;16,853;0,478;Abakan;Russia;53.84N;91.36E
01.09.1908;9,323;0,595;Abakan;Russia;53.84N;91.36E
01.10.1908;-0,38;0,994;Abakan;Russia;53.84N;91.36E
01.11.1908;-10,395;1,767;Abakan;Russia;53.84N;91.36E
01.12.1908;-15,132;3,233;Abakan;Russia;53.84N;91.36E
01.01.1909;-21,092;3,212;Abakan;Russia;53.84N;91.36E
01.02.1909;-19,27;3,52;Abakan;Russia;53.84N;91.36E
01.03.1909;-14,798;1,157;Abakan;Russia;53.84N;91.36E
01.04.1909;2,345;2,193;Abakan;Russia;53.84N;91.36E
01.05.1909;8,276;0,693;Abakan;Russia;53.84N;91.36E
01.06.1909;15,894;0,822;Abakan;Russia;53.84N;91.36E
01.07.1909;20,194;0,532;Abakan;Russia;53.84N;91.36E
01.08.1909;17,398;0,979;Abakan;Russia;53.84N;91.36E
01.09.1909;6,855;0,479;Abakan;Russia;53.84N;91.36E
01.10.1909;-3,157;1,543;Abakan;Russia;53.84N;91.36E
01.11.1909;-7,747;1,225;Abakan;Russia;53.84N;91.36E
01.12.1909;-19,301;2,097;Abakan;Russia;53.84N;91.36E
01.01.1910;-23,695;2,045;Abakan;Russia;53.84N;91.36E
01.02.1910;-20,414;6,464;Abakan;Russia;53.84N;91.36E
01.03.1910;-12,564;0,643;Abakan;Russia;53.84N;91.36E
01.04.1910;0,335;0,763;Abakan;Russia;53.84N;91.36E
01.05.1910;10,121;0,387;Abakan;Russia;53.84N;91.36E
01.06.1910;15,399;0,604;Abakan;Russia;53.84N;91.36E
01.07.1910;19,51;0,748;Abakan;Russia;53.84N;91.36E
01.08.1910;17,067;1,292;Abakan;Russia;53.84N;91.36E
01.09.1910;7,811;0,652;Abakan;Russia;53.84N;91.36E
01.10.1910;-0,066;1,407;Abakan;Russia;53.84N;91.36E
01.11.1910;-15,853;0,888;Abakan;Russia;53.84N;91.36E
01.12.1910;-18,336;6,244;Abakan;Russia;53.84N;91.36E
01.01.1911;-19,939;1,29;Abakan;Russia;53.84N;91.36E
01.02.1911;-17,735;1,432;Abakan;Russia;53.84N;91.36E
01.03.1911;-10,951;0,617;Abakan;Russia;53.84N;91.36E
01.04.1911;3,117;0,589;Abakan;Russia;53.84N;91.36E
01.05.1911;7,853;0,492;Abakan;Russia;53.84N;91.36E
01.06.1911;15,664;0,889;Abakan;Russia;53.84N;91.36E
01.07.1911;19,185;0,931;Abakan;Russia;53.84N;91.36E
01.08.1911;15,227;0,727;Abakan;Russia;53.84N;91.36E
01.09.1911;8,689;0,574;Abakan;Russia;53.84N;91.36E
01.10.1911;1,972;0,79;Abakan;Russia;53.84N;91.36E
01.11.1911;-6,043;1,617;Abakan;Russia;53.84N;91.36E
01.12.1911;-20,218;1,271;Abakan;Russia;53.84N;91.36E
01.01.1912;-19,224;1,238;Abakan;Russia;53.84N;91.36E
01.02.1912;-15,354;1,105;Abakan;Russia;53.84N;91.36E
01.03.1912;-13,064;4,749;Abakan;Russia;53.84N;91.36E
01.04.1912;2,446;0,635;Abakan;Russia;53.84N;91.36E
01.05.1912;9,956;1,012;Abakan;Russia;53.84N;91.36E
01.06.1912;13,605;0,553;Abakan;Russia;53.84N;91.36E
01.07.1912;18,44;0,898;Abakan;Russia;53.84N;91.36E
01.08.1912;11,275;0,712;Abakan;Russia;53.84N;91.36E
01.09.1912;6,472;1,818;Abakan;Russia;53.84N;91.36E
01.10.1912;-6,056;1,771;Abakan;Russia;53.84N;91.36E
01.11.1912;-13,814;2,713;Abakan;Russia;53.84N;91.36E
01.12.1912;-22,261;4,508;Abakan;Russia;53.84N;91.36E
01.01.1913;-19,211;1,246;Abakan;Russia;53.84N;91.36E
01.02.1913;-17,858;1,368;Abakan;Russia;53.84N;91.36E
01.03.1913;-7,064;1,285;Abakan;Russia;53.84N;91.36E
01.04.1913;-1,809;0,881;Abakan;Russia;53.84N;91.36E
01.05.1913;9,169;0,986;Abakan;Russia;53.84N;91.36E
01.06.1913;16,469;0,657;Abakan;Russia;53.84N;91.36E
01.07.1913;17,048;0,673;Abakan;Russia;53.84N;91.36E
01.08.1913;14,378;0,861;Abakan;Russia;53.84N;91.36E
01.09.1913;7,2;0,66;Abakan;Russia;53.84N;91.36E
01.10.1913;1,782;0,952;Abakan;Russia;53.84N;91.36E
01.11.1913;-6,848;1,823;Abakan;Russia;53.84N;91.36E
01.12.1913;-15,79;4,344;Abakan;Russia;53.84N;91.36E
01.01.1914;-12,116;1,988;Abakan;Russia;53.84N;91.36E
01.02.1914;-12,42;0,876;Abakan;Russia;53.84N;91.36E
01.03.1914;-12,147;0,691;Abakan;Russia;53.84N;91.36E
01.04.1914;3,088;0,519;Abakan;Russia;53.84N;91.36E
01.05.1914;8,548;1,751;Abakan;Russia;53.84N;91.36E
01.06.1914;15,577;1,474;Abakan;Russia;53.84N;91.36E
01.07.1914;16,989;1,075;Abakan;Russia;53.84N;91.36E
01.08.1914;16,064;0,499;Abakan;Russia;53.84N;91.36E
01.09.1914;9,48;1,008;Abakan;Russia;53.84N;91.36E
01.10.1914;-2,297;1,175;Abakan;Russia;53.84N;91.36E
01.11.1914;-10,426;0,839;Abakan;Russia;53.84N;91.36E
01.12.1914;-16,766;1,135;Abakan;Russia;53.84N;91.36E
01.01.1915;-24,874;5,117;Abakan;Russia;53.84N;91.36E
01.02.1915;-18,621;3,372;Abakan;Russia;53.84N;91.36E
01.03.1915;-9,944;0,933;Abakan;Russia;53.84N;91.36E
01.04.1915;1,377;1,115;Abakan;Russia;53.84N;91.36E
01.05.1915;12,117;1,441;Abakan;Russia;53.84N;91.36E
01.06.1915;17,661;0,715;Abakan;Russia;53.84N;91.36E
01.07.1915;20,622;1,52;Abakan;Russia;53.84N;91.36E
01.08.1915;15,738;0,723;Abakan;Russia;53.84N;91.36E
01.09.1915;8,186;0,58;Abakan;Russia;53.84N;91.36E
01.10.1915;-4,175;1,009;Abakan;Russia;53.84N;91.36E
01.11.1915;-9,414;1,494;Abakan;Russia;53.84N;91.36E
01.12.1915;-15,368;1,103;Abakan;Russia;53.84N;91.36E
01.01.1916;-20,882;2,936;Abakan;Russia;53.84N;91.36E
01.02.1916;-18,388;2,513;Abakan;Russia;53.84N;91.36E
01.03.1916;-14,815;4,23;Abakan;Russia;53.84N;91.36E
01.04.1916;-0,675;1,463;Abakan;Russia;53.84N;91.36E
01.05.1916;9,065;0,571;Abakan;Russia;53.84N;91.36E
01.06.1916;15,651;0,832;Abakan;Russia;53.84N;91.36E
01.07.1916;18,696;0,785;Abakan;Russia;53.84N;91.36E
01.08.1916;15,541;0,696;Abakan;Russia;53.84N;91.36E
01.09.1916;9,928;0,918;Abakan;Russia;53.84N;91.36E
01.10.1916;0,542;1,501;Abakan;Russia;53.84N;91.36E
01.11.1916;-9,481;1,075;Abakan;Russia;53.84N;91.36E
01.12.1916;-25,751;3,591;Abakan;Russia;53.84N;91.36E
01.01.1917;-22,448;1,215;Abakan;Russia;53.84N;91.36E
01.02.1917;-19,004;2,837;Abakan;Russia;53.84N;91.36E
01.03.1917;-9,47;1,572;Abakan;Russia;53.84N;91.36E
01.04.1917;1,889;0,656;Abakan;Russia;53.84N;91.36E
01.05.1917;12,027;1,287;Abakan;Russia;53.84N;91.36E
01.06.1917;16,031;0,813;Abakan;Russia;53.84N;91.36E
01.07.1917;17,838;0,609;Abakan;Russia;53.84N;91.36E
01.08.1917;13,506;0,602;Abakan;Russia;53.84N;91.36E
01.09.1917;9,41;0,464;Abakan;Russia;53.84N;91.36E
01.10.1917;0,109;0,6;Abakan;Russia;53.84N;91.36E
01.11.1917;-7,763;1,967;Abakan;Russia;53.84N;91.36E
01.12.1917;-23,345;3,16;Abakan;Russia;53.84N;91.36E
01.01.1918;-17,869;3,134;Abakan;Russia;53.84N;91.36E
01.02.1918;-16,254;1,497;Abakan;Russia;53.84N;91.36E
01.03.1918;-7,349;0,738;Abakan;Russia;53.84N;91.36E
01.04.1918;0,642;0,862;Abakan;Russia;53.84N;91.36E
01.05.1918;9,265;1,361;Abakan;Russia;53.84N;91.36E
01.06.1918;16,139;0,966;Abakan;Russia;53.84N;91.36E
01.07.1918;18,382;1,876;Abakan;Russia;53.84N;91.36E
01.08.1918;16,729;1,241;Abakan;Russia;53.84N;91.36E
01.09.1918;9,553;0,813;Abakan;Russia;53.84N;91.36E
01.10.1918;-0,33;0,609;Abakan;Russia;53.84N;91.36E
01.11.1918;-10,047;1,317;Abakan;Russia;53.84N;91.36E
01.12.1918;-25,996;1,513;Abakan;Russia;53.84N;91.36E
01.01.1919;-28,447;2,198;Abakan;Russia;53.84N;91.36E
01.02.1919;-14,028;2,052;Abakan;Russia;53.84N;91.36E
01.03.1919;-10,674;1,135;Abakan;Russia;53.84N;91.36E
01.04.1919;-0,036;0,419;Abakan;Russia;53.84N;91.36E
01.05.1919;9,538;0,491;Abakan;Russia;53.84N;91.36E
01.06.1919;14,329;0,836;Abakan;Russia;53.84N;91.36E
01.07.1919;19,529;0,588;Abakan;Russia;53.84N;91.36E
01.08.1919;15,746;1,043;Abakan;Russia;53.84N;91.36E
01.09.1919;8,739;0,828;Abakan;Russia;53.84N;91.36E
01.10.1919;1,76;0,576;Abakan;Russia;53.84N;91.36E
01.11.1919;-10,232;0,947;Abakan;Russia;53.84N;91.36E
01.12.1919;-16,711;1,221;Abakan;Russia;53.84N;91.36E
01.01.1920;-19,686;1,893;Abakan;Russia;53.84N;91.36E
01.02.1920;-20,191;1,751;Abakan;Russia;53.84N;91.36E
01.03.1920;-6,178;0,848;Abakan;Russia;53.84N;91.36E
01.04.1920;3,319;0,848;Abakan;Russia;53.84N;91.36E
01.05.1920;8,917;0,756;Abakan;Russia;53.84N;91.36E
01.06.1920;16,792;0,782;Abakan;Russia;53.84N;91.36E
01.07.1920;19,605;1,024;Abakan;Russia;53.84N;91.36E
01.08.1920;15,616;0,832;Abakan;Russia;53.84N;91.36E
01.09.1920;6,343;0,726;Abakan;Russia;53.84N;91.36E
01.10.1920;1,354;1,388;Abakan;Russia;53.84N;91.36E
01.11.1920;-9,947;1,784;Abakan;Russia;53.84N;91.36E
01.12.1920;-22,636;2,497;Abakan;Russia;53.84N;91.36E
01.01.1921;-17,434;2,546;Abakan;Russia;53.84N;91.36E
01.02.1921;-16,317;0,851;Abakan;Russia;53.84N;91.36E
