Prognose_Differenziert,Untere_KI_Differenziert,Obere_KI_Differenziert,Datum,Absolute_Prognose,Absolute_Untere_KI,Absolute_Obere_KI
-0.14073070834507836,-3.837836031758482,3.5563746150683255,2013-09-01,15.024269291654921,11.327163968241518,18.721374615068324
0.3487489068483599,-3.453450745936774,4.150948559633494,2013-10-01,9.83374890684836,6.031549254063226,13.635948559633494
-0.8549944948495649,-4.676406431162628,2.9664174414634985,2013-11-01,4.930005505150435,1.1085935688373718,8.751417441463499
0.2993418461770704,-3.5292168606077783,4.127900552961919,2013-12-01,1.2983418461770704,-2.530216860607778,5.126900552961919
0.12733881402809613,-3.703884192382008,3.9585618204382,2014-01-01,0.24033881402809615,-3.590884192382008,4.0715618204382
0.7838220085095177,-3.048395036942935,4.616039053961971,2014-02-01,1.0978220085095176,-2.734395036942935,4.930039053961971
4.980673415562069,1.148085818841114,8.813261012283023,2014-03-01,4.589673415562069,0.757085818841114,8.422261012283023
0.021146651418155304,-3.81157782547191,3.8538711283082208,2014-04-01,9.109146651418154,5.276422174528089,12.94187112830822
-0.06570206923018483,-3.898477638927137,3.767073500466768,2014-05-01,14.073297930769815,10.240522361072863,17.906073500466768
-0.3568972333025484,-4.189691874534373,3.475897407929276,2014-06-01,17.116102766697452,13.283308125465627,20.948897407929273
